firm_id,item_name,item_name_sec_lang,sales_price,purchase_price,created_by_id,updated_by_id,base_unit_id,sales_unit_id,purchase_unit_id
5,Bat,,7234,6458.5,2,2,3,,
5,Inflating Ballon,,7248,6471,2,2,3,,
5,Ball,,7262,6483.5,2,2,3,,
5,Bat,,7276,6496,2,2,3,,
5,Inflating Ballon,,7290,6508.5,2,2,3,,
5,Ball,,7304,6521,2,2,3,,
5,Bat,,7318,6533.5,2,2,3,,
5,Inflating Ballon,,7332,6546,2,2,3,,
5,Ball,,7346,6558.5,2,2,3,,
5,Bat,,7360,6571,2,2,3,,
5,Inflating Ballon,,7374,6583.5,2,2,3,,
5,Ball,,7388,6596,2,2,3,,
5,Bat,,7402,6608.5,2,2,3,,
5,Inflating Ballon,,7416,6621,2,2,3,,
5,Ball,,7430,6633.5,2,2,3,,
5,Bat,,7444,6646,2,2,3,,
5,Inflating Ballon,,7458,6658.5,2,2,3,,
5,Ball,,7472,6671,2,2,3,,
5,Bat,,7486,6683.5,2,2,3,,
5,Inflating Ballon,,7500,6696,2,2,3,,
5,Ball,,7514,6708.5,2,2,3,,
5,Bat,,7528,6721,2,2,3,,
5,Inflating Ballon,,7542,6733.5,2,2,3,,
5,Ball,,7556,6746,2,2,3,,
5,Bat,,7570,6758.5,2,2,3,,
5,Inflating Ballon,,7584,6771,2,2,3,,
5,Ball,,7598,6783.5,2,2,3,,
5,Bat,,7612,6796,2,2,3,,
5,Inflating Ballon,,7626,6808.5,2,2,3,,
5,Ball,,7640,6821,2,2,3,,
5,Bat,,7654,6833.5,2,2,3,,
5,Inflating Ballon,,7668,6846,2,2,3,,
5,Ball,,7682,6858.5,2,2,3,,
5,Bat,,7696,6871,2,2,3,,
5,Inflating Ballon,,7710,6883.5,2,2,3,,
5,Ball,,7724,6896,2,2,3,,
5,Bat,,7738,6908.5,2,2,3,,
5,Inflating Ballon,,7752,6921,2,2,3,,
5,Ball,,7766,6933.5,2,2,3,,
5,Bat,,7780,6946,2,2,3,,
5,Inflating Ballon,,7794,6958.5,2,2,3,,
5,Ball,,7808,6971,2,2,3,,
5,Bat,,7822,6983.5,2,2,3,,
5,Inflating Ballon,,7836,6996,2,2,3,,
5,Ball,,7850,7008.5,2,2,3,,
5,Bat,,7864,7021,2,2,3,,
5,Inflating Ballon,,7878,7033.5,2,2,3,,
5,Ball,,7892,7046,2,2,3,,
5,Bat,,7906,7058.5,2,2,3,,
5,Inflating Ballon,,7920,7071,2,2,3,,
5,Ball,,7934,7083.5,2,2,3,,
5,Bat,,7948,7096,2,2,3,,
5,Inflating Ballon,,7962,7108.5,2,2,3,,
5,Ball,,7976,7121,2,2,3,,
5,Bat,,7990,7133.5,2,2,3,,
5,Inflating Ballon,,8004,7146,2,2,3,,
